context,query,code,answer
"Initially, event3 is happened. After Event event3, Event event2 will happen. After Event event2, Event event1 will happen. After Event event2, Event event3 will happen. After Event event1, Event event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that it is the case that event2 is happened or the case of that the case of that it is the case that event1 is happened and that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event3;
    next(state) := case
        state = event1 : event2;
		state = event3 : event2;
		state = event2 : event1;
		state = event2 : event3;
    esac;
LTLSPEC ((state=event2) | (! ((state=event1) & (state=event2))))
",True
"Initially, event1 is happened. After Event event1, no other events will happen. After Event event3, no other events will happen. After Event event2, Event event3 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of the case of that it is the case that event3 is happened and that it is the case that event3 is happened and that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event3;
		state = event1 : event1;
		state = event3 : event3;
    esac;
LTLSPEC (((state=event3) & (state=event3)) & (state=event1))
",False
"Initially, event1 is happened. After Event event1, no other events will happen. After Event event3, Event event1 will happen. After Event event3, Event event2 will happen. After Event event2, Event event1 will happen. After Event event2, Event event3 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of the case of that it is the case that event1 is happened implies that it is the case that event1 is happened implies the case of that it is the case that event1 is happened implies that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event3 : event1;
		state = event3 : event2;
		state = event2 : event1;
		state = event2 : event3;
		state = event1 : event1;
    esac;
LTLSPEC (((state=event1) -> (state=event1)) -> ((state=event1) -> (state=event1)))
",True
"Initially, event1 is happened. After Event event2, Event event3 will happen. After Event event3, Event event1 will happen. After Event event3, Event event2 will happen. After Event event1, Event event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that it is the case that event3 is happened and that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event3 : event1;
		state = event3 : event2;
		state = event2 : event3;
    esac;
LTLSPEC ((state=event3) & (state=event1))
",False
"Initially, event2 is happened. After Event event2, Event event1 will happen. After Event event2, Event event3 will happen. After Event event1, Event event3 will happen. After Event event1, Event event2 will happen. After Event event3, no other events will happen. After Event event3, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that the case of that it is the case that event3 is happened implies that it is the case that event1 is happened is not true.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event3;
		state = event1 : event2;
		state = event2 : event1;
		state = event2 : event3;
		state = event3 : event3;
    esac;
LTLSPEC (! ((state=event3) -> (state=event1)))
",False
"Initially, event1 is happened. After Event event2, Event event1 will happen. After Event event1, no other events will happen. After Event event3, Event event1 will happen. After Event event3, Event event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that it is the case that event3 will happen eventually will always happen at any future time is not true.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event3 : event1;
		state = event3 : event2;
		state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (! (G (F (state=event3))))
",True
"Initially, event3 is happened. After Event event3, Event event2 will happen. After Event event2, Event event3 will happen. After Event event1, Event event3 will happen. After Event event1, Event event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 It is the case that it is the case that the case of that it is the case that event1 is happened implies that it is the case that event2 is happened will happen eventually will always happen at any future time.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event3;
    next(state) := case
        state = event1 : event3;
		state = event1 : event2;
		state = event3 : event2;
		state = event2 : event3;
    esac;
LTLSPEC (G (F ((state=event1) -> (state=event2))))
",True
"Initially, event2 is happened. After Event event1, Event event2 will happen. After Event event2, Event event1 will happen. After Event event3, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of the case of that it is the case that event1 is happened or that it is the case that event3 is happened or the case of that it is the case that event1 is happened or that it is the case that event3 is happened.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
		state = event3 : event3;
    esac;
LTLSPEC (((state=event1) | (state=event3)) | ((state=event1) | (state=event3)))
",False
"Initially, event1 is happened. After Event event1, Event event3 will happen. After Event event3, no other events will happen. After Event event2, Event event1 will happen. After Event event2, Event event3 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that the case of that it is the case that event2 is happened or event3 will happen eventually is not true.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event3;
		state = event2 : event1;
		state = event2 : event3;
		state = event3 : event3;
    esac;
LTLSPEC (! ((state=event2) | (F (state=event3))))
",False
"Initially, event1 is happened. After Event event1, no other events will happen. After Event event3, no other events will happen. After Event event2, Event event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that the case of that it is the case that event1 is happened implies that it is the case that event1 is happened is not true.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
		state = event3 : event3;
    esac;
LTLSPEC (! ((state=event1) -> (state=event1)))
",False
"Initially, event1 is happened. After Event event1, Event event3 will happen. After Event event3, Event event1 will happen. After Event event2, Event event3 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that it is the case that event3 will always happen at any future time will happen eventually is not true.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event3;
		state = event3 : event1;
		state = event2 : event3;
    esac;
LTLSPEC (! (F (G (state=event3))))
",True
"Initially, event2 is happened. After Event event2, Event event1 will happen. After Event event1, no other events will happen. After Event event3, Event event1 will happen. After Event event3, Event event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that it is the case that event3 is happened implies that it is the case that event3 is happened.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event3 : event1;
		state = event3 : event2;
		state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event3) -> (state=event3))
",True
"Initially, event3 is happened. After Event event2, no other events will happen. After Event event1, Event event3 will happen. After Event event1, Event event2 will happen. After Event event3, Event event1 will happen. After Event event3, Event event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 It is the case that it is the case that the case of that it is the case that event2 is happened or that it is the case that event2 is happened will happen eventually will happen at next time.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event3;
    next(state) := case
        state = event1 : event3;
		state = event1 : event2;
		state = event3 : event1;
		state = event3 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (X (F ((state=event2) | (state=event2))))
",False
"Initially, event2 is happened. After Event event2, Event event1 will happen. After Event event1, Event event2 will happen. After Event event3, Event event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that it is the case that event1 is happened or that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event3 : event1;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event1) | (state=event1))
",False
"Initially, event3 is happened. After Event event2, Event event1 will happen. After Event event1, Event event3 will happen. After Event event3, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 The case of that it is the case that event2 is happened and that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event3;
    next(state) := case
        state = event1 : event3;
		state = event2 : event1;
		state = event3 : event3;
    esac;
LTLSPEC ((state=event2) & (state=event1))
",False
"Initially, event2 is happened. After Event event3, Event event1 will happen. After Event event3, Event event2 will happen. After Event event1, no other events will happen. After Event event2, Event event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
 It is the case that it is the case that the case of that it is the case that event3 is happened is not true will always happen at any future time will happen at next time.","MODULE main
VAR
    state : {event1, event3, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event3 : event1;
		state = event3 : event2;
		state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (X (G (! (state=event3))))
",True
